Current,Tension
0.00897,25.5003
0.00903,25.59984
0.00907,25.69918
0.00913,25.80215
0.00917,25.90131
0.00921,26.00073
0.00926,26.10026
0.00929,26.19981
0.00935,26.29946
0.00939,26.40232
0.00945,26.50193
0.00948,26.60122
0.0095,26.70075
0.00955,26.79987
0.00959,26.89943
0.00962,26.99885
0.00968,27.10178
0.00971,27.20147
0.00974,27.30096
0.00977,27.40033
0.00982,27.49981
0.00984,27.59902
0.0099,27.70178
0.00992,27.80111
0.00999,27.90088
0.00999,28.00045
0.01001,28.10004
0.01006,28.19958
0.01006,28.30227
0.01012,28.40186
0.01014,28.50095
0.01015,28.60047
0.01023,28.69984
0.01023,28.79952
0.01025,28.89929
0.01028,29.00209
0.01029,29.10141
0.01032,29.20095
0.01038,29.30014
0.01037,29.39961
0.01041,29.49902
0.01043,29.60187
0.01047,29.70164
0.01052,29.80129
0.01051,29.90083
0.01052,30.00007
0.01055,30.09966
0.01058,30.20204
0.01059,30.30161
0.01064,30.40086
0.01066,30.50068
0.01066,30.60024
0.01069,30.6997
0.0107,30.80242
0.01071,30.90207
0.01074,31.00102
0.01078,31.10067
0.01079,31.19994
0.01076,31.29957
0.01082,31.39923
0.01081,31.5021
0.01082,31.60166
0.01086,31.7009
0.01087,31.80061
0.01085,31.89956
0.01091,31.99917
0.0109,32.10184
0.01095,32.20157
0.01094,32.30162
0.01098,32.40116
0.01094,32.5004
0.01099,32.60011
0.01097,32.70243
0.01104,32.8019
0.01096,32.90126
0.011,33.0009
0.01105,33.10065
0.01104,33.20027
0.01106,33.2998
0.01106,33.40244
0.01107,33.50222
0.01106,33.60106
0.01112,33.70073
0.0111,33.79999
0.01113,33.89976
0.01113,34.00267
0.01116,34.10215
0.01111,34.20138
0.01109,34.30101
0.01113,34.40015
0.01113,34.49957
0.01119,34.60237
0.01116,34.7019
0.01115,34.80186
0.0112,34.90137
0.0112,35.00089
0.01119,35.10011
0.01121,35.20303
0.01117,35.30202
0.01116,35.40161
0.01116,35.50089
0.01117,35.6006
0.01118,35.7005
0.01117,35.7999
0.01119,35.90269
0.0112,36.00214
0.01124,36.10141
0.0112,36.20083
0.01118,36.30024
0.01125,36.39976
0.01117,36.50293
0.01119,36.60249
0.0112,36.70198
0.01122,36.80132
0.0112,36.9009
0.0112,37.00002
0.0112,37.10293
0.01121,37.20221
0.01121,37.30186
0.01119,37.40141
0.01119,37.50093
0.01122,37.60026
0.01121,37.69966
0.01118,37.80208
0.01125,37.90167
0.01122,38.00093
0.01116,38.10055
0.01126,38.20042
0.01117,38.29996
0.01119,38.40296
0.01117,38.50217
0.01116,38.60169
0.01115,38.70091
0.01116,38.80043
0.01116,38.89963
0.01119,39.00264
0.01116,39.10224
0.01115,39.2018
0.01114,39.30099
0.01114,39.4005
0.01113,39.49972
0.0111,39.60262
0.01115,39.7019
0.01113,39.80157
0.01111,39.90132
0.0111,40.00095
0.01111,40.10059
0.01113,40.19976
0.01113,40.30263
0.0111,40.40165
0.01109,40.50132
0.01111,40.60057
0.01108,40.70021
0.01107,40.79986
0.01108,40.90285
0.01103,41.00213
0.01108,41.07383
0.01107,41.07006
0.01106,41.06983
0.01108,41.06715
0.01103,41.07032
0.01103,41.07018
0.01106,41.06719
0.01104,41.06716
0.01112,41.06714
0.01105,41.06744
